"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"IL12B",0.562269867947074,2.79508550824736,6.96845375845677,0.200949584464748,0.65395545813658,1
"IL12RB1",0.088553163469555,-1.78187300169273,7.05480836661425,0.112260395635477,0.737585238124722,1
"IL13",0.427155998255149,-2.38124066887113,6.95154933162557,0.074586440603241,0.784772363204248,1
"IL13RA2",0.998612431415142,0.130919351059415,5.81239453928261,0.000318293268858127,0.985765875819528,1
"IL16",1.15568501581152,-0.432566537666006,4.28874842257424,-0.0324874303658866,1,1
"IL17A",0.0718129472132664,-1.62903736391168,7.06181899735966,0.0931199228914492,0.760247668236692,1
"IL17B",3.39759115111858,1.96324304071101,2.66811282402685,0.537953624100183,0.463282050447365,1
"IL17C",0.305122402273017,-1.78076984031885,6.96907769138242,0.0416955932366569,0.838201127629119,1
"IL17F",0.825310372547609,4.67116010452513,6.95369623665874,0.757778819760928,0.384024530399919,1
"IL18RAP",1.71958779792814,1.09644085393426,4.46093559625623,0.147761426473391,0.700683864291477,1
"IL1A",0.973816047109597,2.04742203022613,5.98813981194381,0.217451393055089,0.640988728298231,1
"IL1B",0.394805962906234,-0.891107439131946,6.89296441010067,0.010351199195469,0.918962382069136,1
"IL1RAPL1",0.445681678985315,3.79829673296221,6.94344071028758,0.306260727209299,0.579983868678795,1
"IL1RAPL2",3.58204999654426,2.95577643360801,3.49255584001605,0.940487825909038,0.332152416891028,1
"IL1RN",0.937116446578457,3.53193206154594,6.9484727942942,0.276809854613868,0.598799815334901,1
"IL22RA1",1.34883595249367,6.80521252132078,6.12218578150991,1.58477927867025,0.208073617907534,1
"IL23R",1.31534314120499,1.80663145597007,4.32209011985502,0.167320682917541,0.68250406232171,1
"IL24",0.0729433443769288,1.20580302725018,7.0662493550619,0.0670585648830739,0.795668660838327,1
"IL26",0.38060373971974,-0.199851585286946,7.06354887282427,0.000174013334207856,0.989475081771256,1
"IL27",0.374846578631383,2.21025016601751,6.99334656890162,0.146902356757259,0.701513328955295,1
"IL2RG",2.14406777288685,-2.00101238096411,4.15943426518346,0.392088238696005,0.531203772333512,1
"IL31RA",0.088553163469555,-1.78187300169273,7.05480836661425,0.112260395635477,0.737585238124722,1
"IL33",0.088553163469555,-1.78187300169273,7.05480836661425,0.112260395635477,0.737585238124722,1
"IL36B",0.749693157262766,3.21005125811082,6.95597265748824,0.24263968415795,0.622306062732987,1
"IL36G",0.413089652906774,-2.28774764478962,6.95183290307031,0.0678378815501191,0.794511231533488,1
"IL37",0.586220625923344,4.19417721666649,6.93744529561433,0.351959729942914,0.553005865450095,1
"IL3RA",1.00213051661997,3.68154986906096,5.06565926979931,0.708263113240843,0.400021019888664,1
